Name,Ticker,"Sub_Sector","Market_Cap","Close_Price","PE_Ratio","Recommendations","Overbought_100","change_6m","EverythingAllAtOnce"
Persistent Systems Ltd,PERSISTENT,"Software Services","43412.390617355","5925.7","47.13154047634321","135.48387096774192","77.46022118416593","3.0340678932159904","0.5350576923076926"
PTC Industries Ltd,PTCIL,"Iron & Steel","7982.269791205001","5875.7","309.39030198469027","0","79.19218843509118","0.4720130543001827","0.1005"
ICRA Ltd,ICRA,"Stock Exchanges & Ratings","5432.0079807","5706.95","40.168660657398505","0","36.881288438831646","-1.5775500555317716","0.5898750000000003"
Benares Hotels Ltd,BENARAS,"Hotels, Resorts & Cruise Lines","728.0065","5653.45","31.138002566295985","0","51.71273311002423","0","0.4915"
Voltamp Transformers Ltd,VOLTAMP,"Heavy Electrical Equipments","5659.8710272","5647.15","28.306431743936017","233.33333333333331","64.24915054106964","0.25737561677630794","0.6133500000000001"
Coforge Ltd,COFORGE,"IT Services & Consulting","33549.5929967","5611.5","48.3562885510234","151.85185185185185","69.0841042583958","8.410558299394197","0.6021153846153846"
Dr Reddy's Laboratories Ltd,DRREDDY,"Pharmaceuticals","94187.915596565","5578.9","20.89674874016929","102.70270270270274","28.438841082156245","-1.3176146363824657","0.6478464285714287"
Gillette India Ltd,GILLETTE,"FMCG - Personal Products","18179.618416470003","5528.55","51.11228749569836","300","74.92947792357909","0.22536906843369975","0.4437500000000002"
TVS Holdings Ltd,TVSHLTD,"Auto Parts","13377.869536760001","5466.7","20.592425978234527","0","54.55470985759839","-2.343292844014851","0.271"
IDBI Gold Exchange Traded Fund,LICMFGOLD,"Gold","95.11848704","5431.55",,"0","80.39986023420616","0","0"
LTIMindtree Ltd,LTIM,"IT Services & Consulting","158759.73547073","5426.15","36.013822895612826","102.77777777777777","69.64761976508473","1.9213331343617082","0.5851923076923078"
Polycab India Ltd,POLYCAB,"Electrical Components & Equipments","78250.92984704","5303.75","61.61684607943553","174.07407407407408","87.8140187036584","0.32915858045939306","0.546492857142857"
Invesco India Gold Exchange Traded Fund,IVZINGOLD,"Gold","74.215319455","5263.95",,"0","83.568265651598","0","0"
SKF India Ltd,SKFINDIA,"Industrial Machinery","25679.06674146","5251.6","48.92369063683131","125","74.60514686304137","0.7034796316344991","0.48677941176470607"
Bayer Cropscience Ltd,BAYERCROP,"Fertilizers & Agro Chemicals","21711.075224279997","5240.5","28.635024036243752","114.28571428571426","70.3142263622187","-0.23255481743039574","0.4538161764705881"
ESAB India Ltd,ESABINDIA,"Industrial Machinery","8305.303941","5233.5","61.2124406028892","0","53.82481460228075","-0.7826274506237256","0.5363970588235296"
Dixon Technologies (India) Ltd,DIXON,"Home Electronics & Appliances","30512.6725295","5127.55","119.41402837155624","130.43478260869566","86.87781660811714","10.15451350747601","0.534"
Bengal & Assam Company Ltd,BENGALASM,"Diversified Financials","5775.41713492","5117.9","6.159130995968871","0","37.70300511059941","-0.03813628641094681","0.4365"
Procter & Gamble Health Ltd,PGHL,"Pharmaceuticals","8305.99876516","5082.3","36.19644731407157","0","51.187288662258865","1.508893523867334","0.5304285714285714"
Apollo Hospitals Enterprise Ltd,APOLLOHOSP,"Hospitals & Diagnostic Centres","69373.94023264499","4984.5","84.69532442027227","245.45454545454544","69.95893641355613","2.287682892340868","0.41696153846153855"
Apar Industries Ltd,APARINDS,"Electrical Components & Equipments","18972.05055544","4937.55","29.749812700621025","133.33333333333331","84.50176221368753","1.7581742367029234","0.5790000000000001"
National Standard (India) Ltd,NATIONSTD,"Real Estate","9799.8","4899.65","1186.4164648910412","0","72.99131457724914","0","0.093"
Fine Organic Industries Ltd,FINEORG,"Specialty Chemicals","14931.408312","4893.85","24.156555163320444","60","73.35996835096245","-0.602792383138202","0.4508823529411767"
Craftsman Automation Ltd,CRAFTSMAN,"Industrial Machinery","10254.83702696","4891.3","41.28522495656023","271.4285714285714","51.98361066938569","2.4397738181722204","0.6176964285714287"
Orissa Minerals Development Company Ltd,ORISSAMINE,"Mining - Diversified","2774.88","4758","-167.66646525679758","0","84.18047125370589","-0.004283333333334166","0.2285"
Bajaj Auto Ltd,BAJAJ-AUTO,"Two Wheelers","131211.57126497","4701.6","21.651324172754762","151.1627906976744","42.05113643445752","0.3667365313751616","0.76875"
Solar Industries India Ltd,SOLARINDS,"Commodity Chemicals","42429.88188895","4667.35","56.035977613214655","242.85714285714283","69.80268896850549","0.20204098671395343","0.3951205357142857"
JSW Holdings Ltd,JSWHL,"Asset Management","5100.46807413","4653.65","15.386027372941179","0","41.13425375870726","0.0029910920413973863","0.411"
Navin Fluorine International Ltd,NAVINFLUOR,"Specialty Chemicals","22589.0527734","4605.35","60.20857394690546","231.8181818181818","70.08718281434523","2.7119279469949937","0.37654411764705903"
L&T Technology Services Ltd,LTTS,"Software Services","47782.0656295","4602.5","40.84635461574623","-69.56521739130437","75.93180829016877","0.8311310964979559","0.5210625"
Jamshri Realty Ltd,JAMSHRI,,"30.2864775","4551.75","-7.092851873536299","0","84.15318546576074","0","0.024"
Edelweiss ETF-Nifty Bank,EBANK,"Equity","1.7649299939999998","4531.74",,"0","74.4004812122834","0","0"
Britannia Industries Ltd,BRITANNIA,"FMCG - Foods","108564.15837312","4514.95","46.75922178903167","175","66.63436319106867","-0.7444022437888611","0.4818656716417909"
Supreme Industries Ltd,SUPREMEIND,"Plastic Products","54989.29688865","4502.2","63.54719805005021","123.80952380952377","73.01937280035699","-1.045586654225204","0.5215357142857144"
Info Edge (India) Ltd,NAUKRI,"Online Services","57255.654302","4477.4","-533.0570179871512","114.28571428571425","88.7006244380236","0.7456667274584525","0.406"
ABB India Ltd,ABB,"Heavy Electrical Equipments","91317.67603875","4440.8","89.85926024497412","103.57142857142856","78.71405465605076","-0.8916051571817301","0.49372727272727285"
Hitachi Energy India Ltd,POWERINDIA,"Heavy Electrical Equipments","18619.9650945","4418.2","198.29568790734726","160","67.01859535004067","1.020792594912777","0.4185"
Astrazeneca Pharma India Ltd,ASTRAZEN,"Pharmaceuticals","10720.75","4331.05","107.97411622519901","0","87.30983293587741","1.1031480000000002","0.40956428571428566"
Remus Pharmaceuticals Ltd,REMUS,"Pharmaceuticals","602.20659","4292.7","70.84783411764703","0","61.47230200595532","0","0.1385"
Oracle Financial Services Software Ltd,OFSS,"Software Services","35828.32479557","4204.25","19.837068647090735","300","65.64075574187387","-0.7242584976673436","0.6613863636363637"
Kintech Renewables Ltd,KRL,,"1645.5","4196","8227.5","0","99.99999987693279","0","0.2175"
Power Mech Projects Ltd,POWERMECH,"Construction & Engineering","6292.56954398","4116.25","30.08927243331901","300","47.73630846975827","4.620471655146851","0.6746785714285713"
Bharat Bijlee Ltd,BBL,"Heavy Electrical Equipments","2371.111998","4103.9","28.49209322278298","300","52.0683503344692","-0.03142495169475257","0.5050714285714286"
GRP Ltd,GRPLTD,"Tires & Rubber","536.219865945","4050","38.49388843826282","0","70.65834125723418","-0.7669501917375479","0.5119"
Lakshmi Mills Company Ltd,LAKSHMIMIL,"Textiles","275.15958","4026.7","-54.92207185628743","0","35.35896573813076","-0.1315505714901959","0.338"
Vadilal Enterprises Ltd,VADILENT,"Packaged Foods & Meats","332.4722472","3955","53.97276740259748","0","69.17583798933993","0","0.1305"
Hindustan Aeronautics Ltd,HAL,"Aerospace & Defense Equipments","132626.4421875","3952.85","22.757782980623688","222.22222222222226","49.57498560856563","-1.6419067698403884","0.736"
Dynamatic Technologies Ltd,DYNAMATECH,"Auto Parts","2654.265710475","3911.85","62.03004698469269","0","66.01122041524687","2.468691472154963","0.4446271186440679"
Siemens Ltd,SIEMENS,"Conglomerates","138610.906252375","3900.35","89.83790670320509","156.5217391304348","83.19708213996162","0.011200430034509878","0.576"
Pfizer Ltd,PFIZER,"Pharmaceuticals","17648.78878962","3867.2","28.286488531758355","300","48.55796227882551","0.2004623966932404","0.209"
CRISIL Ltd,CRISIL,"Stock Exchanges & Ratings","28395.60759623","3845.9","50.31203174441434","0","61.33477965223432","1.1893088328014612","0.5068750000000002"
Raja Bahadur International Ltd,RAJABAH,"Real Estate","94.1","3838","-21.14606741573034","0","77.87569461936506","0","0.0375"
Avenue Supermarts Ltd,DMART,"Retail - Department Stores","244399.0720141","3776.9","102.75301428797877","54.16666666666666","91.64504484774488","0.22643094772574646","0.5465"
Neuland Laboratories Ltd,NEULANDLAB,"Pharmaceuticals","4658.596845345","3734.8","28.489462116835853","300","31.943238318148225","3.3681819071076893","0.6569607142857145"
Safari Industries (India) Ltd,SAFARI,"Apparel & Accessories","9020.196453495","3734.7","72.12118376505154","271.4285714285714","80.3510957250555","7.647323238866145","0.4524558823529411"
VST Tillers Tractors Ltd,VSTTILLERS,"Tractors","3158.598178125","3692","34.19876762803164","300","91.97763870552399","-1.030287765720534","0.45025"
AIA Engineering Ltd,AIAENG,"Industrial Machinery","34062.8584218","3680.35","32.2586330739727","257.14285714285717","66.87142972694605","0.41806875863612447","0.5970882352941178"
Alkem Laboratories Ltd,ALKEM,"Pharmaceuticals","43648.996725","3646.1","44.35107423006188","26.08695652173911","28.22749599537486","2.526391502530008","0.616925"
Divi's Laboratories Ltd,DIVISLAB,"Labs & Life Sciences Services","96347.8390823","3642.3","52.840241245543986","-33.33333333333334","64.15510035410387","0.6235724770140312","0.41321875"
PI Industries Ltd,PIIND,"Diversified Chemicals","55055.18242748","3609.4","44.77851356444085","262.5","44.5492761728908","0.539353513467649","0.5596985294117647"
The Victoria Mills Ltd,VICTMILL,"Real Estate","35.535808","3585","15.18624273504273","0","85.71559014891601","0.16436688311687675","0.099"
Kirloskar Industries Ltd,KIRLOSIND,"Investment Banking & Brokerage","3555.754370025","3545.75","15.851965449712447","0","31.980405542104563","-2.0833503011015493","0.694167910447761"
VST Industries Ltd,VSTIND,"FMCG - Tobacco","5540.03047","3543.85","16.942507324383","200","42.51483514854727","0.945148012682359","0.572"
Foseco India Ltd,FOSECOIND,"Specialty Chemicals","2280.73223808","3527.05","49.60270200260984","0","56.908233283820735","0.13973314476770304","0.5607499999999997"
Force Motors Ltd,FORCEMOT,"Four Wheelers","4581.58394133","3456.3","34.283028594208446","300","77.17002515824399","-0.03984438075077801","0.25028571428571433"
Tata Consultancy Services Ltd,TCS,"IT Services & Consulting","1250846.71186005","3429.35","29.678190899946614","134.88372093023256","50.32804779794116","0.23618741906086926","0.64425"
J K Cement Ltd,JKCEMENT,"Cement","25693.625163775","3421.4","60.26698839813052","127.27272727272728","66.92998741571441","2.2985598573986117","0.4679256756756757"
Eicher Motors Ltd,EICHERMOT,"Trucks & Buses","94009.6708059","3403.45","32.262047539036516","165.78947368421052","52.227642002762465","-0.2612701445143788","0.5073750000000001"
Schaeffler India Ltd,SCHAEFFLER,"Auto Parts","50749.45709395","3371.7","57.721655911500086","142.85714285714283","91.97999511060486","0.5490741196287958","0.384455882352941"
Neelamalai Agro Industries Ltd,NEAGI,"Agro Products","207.3954708","3355","7.372750472804835","0","22.37148688042462","0","0.2415"
Vesuvius India Ltd,VESUVIUS,"Industrial Machinery","6780.3114456","3331.15","58.055582203955936","300","48.59973527107671","0.024546611956593023","0.5011911764705883"
Industrial and Prudential Investment Co Ltd,INDPRUD,"Investment Banking & Brokerage","520.9683808","3263.65","11.652166870946097","0","41.598520044611135","0","0.4375"
Garware Technical Fibres Ltd,GARFIBRES,"Textiles","6610.47424191","3226.5","38.39058157796622","300","57.46772204281515","3.2992610867050898","0.5122336065573768"
Asian Paints Ltd,ASIANPAINT,"Paints","310237.51858570497","3223.3","75.54883624193769","51.428571428571416","68.7024127238666","0.08681640102611476","0.41513235294117623"
Indiamart Intermesh Ltd,INDIAMART,"Online Services","19238.30530773","3215.85","67.7810848315188","181.25","76.63241621093744","0.5837383201869857","0.6150789473684211"
Ingersoll-Rand (India) Ltd,INGERRAND,"Industrial Machinery","10012.26472","3194.55","54.828677071354264","0","58.38305195783771","-0.6575741256969082","0.5927500000000002"
Tube Investments of India Ltd,TIINDIA,"Cycles","59033.64532275","3170.1","61.77781590526177","160","86.75859802839284","0.8967546603061738","0.46247881355932197"
Timken India Ltd,TIMKEN,"Industrial Machinery","23783.787597129998","3152.65","60.867018802635954","200","54.699423401291185","4.4462168161458235","0.4811323529411767"
Titan Company Ltd,TITAN,"Precious Metals, Jewellery & Watches","275240.3431848","3136.15","84.68933636455385","200.00000000000003","85.81115735545222","0.3050883334338117","0.4263823529411766"
Escorts Ltd,ESCORTS,"Tractors","32898.836225595","3062.2","51.664367953759445","5.263157894736835","73.26782826134091","-1.8006662522254384","0.43975"
Gujarat Fluorochemicals Ltd,FLUOROCHEM,"Specialty Chemicals","33564.6675","3033.45","25.259192435336878","300","66.74751947504609","3.6757897132453348","0.4129264705882351"
Amber Enterprises India Ltd,AMBER,"Home Electronics & Appliances","10211.390585514999","3013.25","64.95382345598227","210.52631578947367","79.61037688935991","-1.9295073021150397","0.46043181818181805"
HIL Ltd,HIL,"Cement","2289.7985759549997","2997.85","23.579431324837834","100","39.055745397553345","0.03102473530069908","0.493"
WPIL Ltd,WPIL,"Industrial Machinery","2905.0714398","2992.5","15.35612347922612","0","22.790075749661895","-3.166872801287591","0.4985"
Vardhman Holdings Ltd,VHL,"Diversified Financials","939.0775526399999","2991.5","4.111007978986998","0","31.263292542001793","-0.008240546244817543","0.3515"
TVS Srichakra Ltd,TVSSRICHAK,"Tires & Rubber","2301.7858005","2973.8","29.51385819335816","-200","59.50500324481661","0.8224185554489062","0.40395000000000003"
Hero MotoCorp Ltd,HEROMOTOCO,"Two Wheelers","58818.442190730006","2935.35","20.932127927347743","120.5128205128205","26.180401269306138","-0.14015834499022262","0.6627500000000002"
John Cockerill India Ltd,COCKERILL,,"1440.11316145","2889.85","111.72328638091587","0","81.61821105368442","-0.21059930783122","0.285"
Thermax Limited,THERMAX,"Industrial Machinery","31576.0805954","2829.8","70.12387704679215","68","79.90391570890102","0.3741556258460541","0.3460588235294119"
J B Chemicals and Pharmaceuticals Ltd,JBCHEPHARM,"Pharmaceuticals","21541.9665409","2808.85","52.56317629480509","257.14285714285717","59.040797323222144","0.7453417519473735","0.5987892857142856"
Saraswati Commercial (India) Ltd,ZSARACOM,"Specialized Finance","290.6199334","2805.5","24.860558887938414","0","33.323129541604615","0","0.36"
Kennametal India Ltd,KENNAMET,"Industrial Machinery","6243.9080928","2794.8","71.19621542531362","300","74.85105658403526","0.9593443333042118","0.39864705882352935"
Honda India Power Products Ltd,HONDAPOWER,"Industrial Machinery","2685.4794779599997","2777.55","31.560459254436495","0","58.9151974707588","2.4235658017182353","0.6065"
KSB Ltd,KSB,"Industrial Machinery","9678.14698498","2766.5","52.96129465349672","300","64.88471052250449","-0.89580095796798","0.45110294117647076"
BASF India Ltd,BASF,"Diversified Chemicals","11529.130214","2757.4","28.61607439747815","100","62.23567966919823","1.199252223139128","0.5514999999999998"
Bannari Amman Sugars Ltd,BANARISUG,"Sugar","3444.8436855","2751","24.02261984309626","0","41.17817269585325","0.00469708206735403","0.48215671641791025"
MTAR Technologies Ltd,MTARTECH,"Industrial Machinery","8483.648995755","2746.2","82.03896137467359","300","79.1707797970197","-8.194852135712738","0.441014705882353"
Akzo Nobel India Ltd,AKZOINDIA,"Specialty Chemicals","12605.10351206","2734.2","37.61594602226207","-50","47.961804499013724","-0.070302545564354","0.4787352941176471"
Larsen & Toubro Ltd,LT,"Construction & Engineering","381085.42366587004","2732.95","36.39534088065289","266.6666666666667","54.85039213964184","0.029190872855959782","0.5807857142857141"
Simplex Mills Company Ltd,SIMPLXMIL,"Textiles","8.6201492","2729.35","-107.75186499999987","0","86.1113011259387","-0.4665476659703061","0"
Galaxy Surfactants Ltd,GALAXYSURF,"Specialty Chemicals","9504.88718992","2720.5","24.948520105832305","220","82.6006446977276","-0.31386483820279354","0.3410882352941177"
Ratnamani Metals and Tubes Ltd,RATNAMANI,"Building Products - Pipes","19133.3637","2705.35","37.48112306064887","300","66.29338009889365","0.13593420076470686","0.5645597014925373"
Vadilal Industries Ltd,VADILALIND,"FMCG - Foods","1875.48454275","2667.5","19.47543658099689","0","28.2301841565295","-0.14146133116670817","0.42229104477611945"
Kovai Medical Center and Hospital Ltd,KOVAI,"Hospitals & Diagnostic Centres","2954.08247214","2664.1","25.514618000863667","0","52.632899142580335","0.7682415208116935","0.5983653846153847"
TeamLease Services Ltd,TEAMLEASE,"Employment Services","4277.76556982","2649.55","38.41729294854052","130","70.85133964071694","5.449715038348614","0.59725"
Inox Wind Energy Ltd,IWEL,"Heavy Electrical Equipments","3206.70250541","2644.5","-8.870300974827808","0","75.58963445309078","0","0.1195"
KEI Industries Ltd,KEI,"Cables","23485.20893082","2627.4","49.20016954543938","220","70.46147941324907","1.406866282958232","0.5657785714285712"
Sundaram Finance Ltd,SUNDARMFIN,"Consumer Finance","28460.391864375","2610.95","21.596733872390566","233.33333333333331","51.50284886564154","0.5607716959608746","0.5085217391304349"
Nalwa Sons Investments Ltd,NSIL,"Asset Management","1308.6686515850001","2556","14.393627932083154","0","26.3842184889633","0.15163070175148352","0.325"
Dr Agarwal's Eye Hospital Ltd,DRAGARWQ,"Hospitals & Diagnostic Centres","1167.762","2555.25","31.629523293607836","0","76.31179919397653","0","0.185"
Kalyani Investment Company Ltd,KICL,"Asset Management","1105.25182614","2543.85","19.033094991217496","0","43.8174339125401","-0.2231916846150073","0.3465"
Mphasis Ltd,MPHASIS,"IT Services & Consulting","46878.01079832","2521.9","28.620452035703828","72.41379310344827","58.90202708747859","0.3233923154793086","0.5512884615384617"
Hindustan Unilever Ltd,HINDUNILVR,"FMCG - Household Products","587726.75827668","2507.05","58.07576662813044","215","51.71840241445007","0.7455842334503853","0.5320000000000003"
Alkyl Amines Chemicals Ltd,ALKYLAMINE,"Specialty Chemicals","12828.3210915","2505.05","56.10216518630288","125","76.08412538226371","0.19962140835337028","0.36672058823529396"
BEML Ltd,BEML,"Rail","10426.94991","2503.45","66.02260438168797","-50","78.52714269751243","-0.1915979300988111","0.36480357142857134"
Adani Enterprises Ltd,ADANIENT,"Commodities Trading","281648.67695426004","2494.05","113.89224039170385","0","68.06524300205444","-1.0289570583676615","0.2592236842105261"
Pidilite Industries Ltd,PIDILITIND,"Diversified Chemicals","125836.6042269","2491.3","98.8310262924799","-44.44444444444446","62.67307944817332","-0.17164612393808065","0.4150000000000002"
Vindhya Telelinks Ltd,VINDHYATEL,"Telecom Equipments","2819.3203077","2489.35","15.214896425796","0","46.579961628881506","0.48819229451897206","0.73445"
HDFC Asset Management Company Ltd,HDFCAMC,"Asset Management","52363.35552","2471.6","36.78829504626345","161.90476190476193","43.1593052508193","8.049029811463097","0.311"
Tata Investment Corporation Ltd,TATAINVEST,"Asset Management","12447.20174544","2459.95","49.42111389438576","0","41.56610584917916","0.1686125129102911","0.2635"
Interglobe Aviation Ltd,INDIGO,"Airlines","94725.345171165","2450.05","-309.782671107218","262.5","69.32949885110783","2.488914594831588","0.7115"
Computer Age Management Services Ltd,CAMS,"Diversified Financials","11681.9272146","2447.15","40.954730103071114","80","47.247042180426405","0.08380153796882617","0.5586428571428569"
Mastek Ltd,MASTEK,"IT Services & Consulting","7164.91836948","2430.7","24.45281174526467","180","52.49379090432352","2.2244607722951377","0.5999423076923077"
Reliance Industries Ltd,RELIANCE,"Oil & Gas - Refining & Marketing","1630986.8813352801","2423.6","24.451843742845494","221.875","28.74201688021341","0.6585473583560635","0.6131428571428569"
Nilkamal Ltd,NILKAMAL,"Plastic Products","3633.858675375","2421.25","27.13252202923164","100","41.926420628385976","-0.3501887247634028","0.4998125000000001"
SRF Ltd,SRF,"Diversified Chemicals","71481.364424625","2419.55","33.05741207424599","242.30769230769235","81.73218252486947","-1.3940384379074828","0.3889999999999998"
Aditya Vision Ltd,AVL,"Retail - Speciality","2951.8540425","2413.8","46.029222555746124","0","77.15794216336893","0.04505964999791838","0.186"
Balkrishna Industries Ltd,BALKRISIND,"Tires & Rubber","46084.8849241","2407.85","43.58320874229237","61.904761904761884","57.21937768883689","1.4465118182195802","0.554"
Stovec Industries Ltd,STOVACQ,"Industrial Machinery","498.5660204","2394.35","20.135945896607467","0","43.56473502761813","0","0.226"
Data Patterns (India) Ltd,DATAPATTNS,"Aerospace & Defense Equipments","13498.014845745","2393.05","108.85495843342738","200","82.26335499108708","5.407640185332418","0.52359375"
Kingfa Science and Technology (India) Ltd,KINGFA,"Commodity Chemicals","2917.2889502900002","2389.45","35.83452831703725","0","69.73833571825844","0.020197414450201734","0.46485267857142865"
Arman Financial Services Ltd,ARMANFIN,"Consumer Finance","1973.4406127549998","2385.85","21.034327571466648","0","48.60846689677659","-0.29791790436514687","0.5377282608695652"
Kaira Can Co Ltd,KAIRA,"Packaging","221.31192","2369.15","27.526358208955205","0","49.67533463435947","0","0.2645"
Hindusthan Urban Infrastructure Ltd,HUIL,"Heavy Electrical Equipments","342.58418555","2350","-8.930766046663194","0","77.94686528858335","0","0.148"
Lumax Industries Ltd,LUMAXIND,"Auto Parts","2149.32401876","2283.6","20.853051506354916","300","49.093746612331174","1.5044932824347121","0.5818898305084744"
Deepak Nitrite Ltd,DEEPAKNTR,"Commodity Chemicals","30586.821409455","2280.9","35.9000251284683","135.7142857142857","69.0672194785523","6.460740178085777","0.5482633928571431"
Dalmia Bharat Ltd,DALBHARAT,"Cement","42400.6146221","2266.5","40.96677741265701","216.66666666666666","76.2192868977311","2.7958336662419034","0.45615540540540567"
CEAT Ltd,CEATLTD,"Tires & Rubber","9108.551716560001","2243.25","48.925990850083366","60","24.100467470388843","0.8464035137423185","0.6324249999999999"
Rolex Rings Ltd,ROLEXRINGS,"Industrial Machinery","6062.1352512","2239.35","30.602934278358337","300","48.37354775609652","0.2739696148599289","0.5347500000000003"
Balaji Amines Ltd,BALAMINES,"Specialty Chemicals","7287.794925","2224","22.38678787552989","300","44.13397887918986","-0.031597790191652916","0.5709705882352939"
Grindwell Norton Ltd,GRINDWELL,"Industrial Machinery","24815.12","2222.55","68.56899696048627","142.85714285714283","62.71814819378931","0.8932243497109837","0.4964264705882351"
Automotive Axles Ltd,AUTOAXLES,"Auto Parts","3380.926606875","2213.7","20.868629139404995","300","43.2324876615144","-2.4073689904860167","0.6036652542372883"
